????,????,????????,????????(????),??????????%??,??????????,??????????,????????????,????????????,????????????,????????????,????????????,basic_eps
603583.SH,????????,4/26/2021,"6,423.12",0,-0.01323097,-0.014888743,-0.000645265,-0.01655195,0.043779867,-0.28426501,-0.29094693,0.44
688179.SH,??????,4/26/2021,"10,726.40",0.01,-0.061207779,-0.070521425,-0.026534653,-0.060882022,0.098591549,0.24043956,0.081502481,0.41
300978.SZ,????????,4/26/2021,"120,432.70",0.09,-0.374943052,-0.383768913,-0.428300994,-0.495540139,-0.48816568,-0.596825397,-0.821363911,0.18
002982.SZ,????????,4/26/2021,"98,409.99",0.21,0.015739543,-0.013993781,-0.043428571,-0.028848321,-0.015121192,-0.056712963,-0.221241306,-0.06
605289.SH,????????,4/26/2021,"85,098.09",0.25,-0.202756508,-0.299470549,-0.271285206,-0.265957447,-0.352738546,-0.44534413,-0.595044679,0.63
002141.SZ,????????,4/26/2021,"142,939.92",0.44,-0.014134276,0.077170418,0.122324159,0.103125,0.116923077,0.275252525,0.36784141,0.0078
600566.SH,????????,4/26/2021,"139,766.70",0.08,0.011410788,-0.003157895,-0.047252747,,-0.008465608,-0.091013165,-0.181649101,0.961
002355.SZ,????????,4/26/2021,"6,584.58",0.02,0.025356577,0.100877193,0.145833333,0.113832853,0.113832853,-0.031879195,0.111271676,-0.02
300979.SZ,????????,4/26/2021,"769,836.81",0.07,0.015748031,0.019607843,-0.217137293,-0.126126126,-0.04427736,-0.004016064,-0.072731174,1.19
000625.SZ,????????,4/26/2021,"467,494.14",0.05,-0.028711057,0.008244994,0.214918415,0.268144285,0.23972912,0.363086233,0.135523614,0.32
300981.SZ,????????,4/27/2021,"477,805.30",0.24,0.134574087,0.030317613,0.033341329,0.039332539,-0.044492441,-0.121521336,-0.189609367,15.0394
300529.SZ,????????,4/27/2021,"1,052.06",0,0.02746114,-0.020108696,0.049812696,0.061406141,0.025137634,-0.084971098,-0.291810048,0.78
300982.SZ,????????,4/27/2021,"119,710.35",0.24,0.070043939,-0.02624073,-0.047757717,-0.04623437,0.135096154,0.27780008,0.410453875,1.09
605089.SH,??????,4/27/2021,"102,700.00",0.25,0.248719824,0.379174853,0.576014037,0.649607642,0.652159187,0.548571429,0.37492392,0.74
688318.SH,????????,4/27/2021,"58,414.74",0.06,0.024442847,-0.01083497,0.042834242,0.095716969,0.151923186,0.213291873,0.121941176,1.77
300743.SZ,????????,4/27/2021,"20,838.25",0.14,-0.030726257,-0.031446541,-0.010958904,0.021220159,0.065822785,-0.256170213,-0.23,0.07
300483.SZ,????????,4/27/2021,"72,814.34",0.17,0.003198976,0.008274984,-0.016971279,-0.016971279,-0.025,-0.060585432,-0.157503715,0.202
300686.SZ,??????,4/27/2021,"3,627.99",0.01,-0.026993095,-0.019950125,-0.018046049,-0.042702358,-0.031525851,-0.00245098,-0.071381794,0.2186
601633.SH,????????,4/27/2021,"79,843.67",0,0.00478612,-0.064980794,-0.083007813,-0.004832377,0.084731774,0.241795807,0.388756201,0.39
300664.SZ,????????,4/27/2021,"4,113.85",0.01,-0.001453488,-0.002911208,-0.005839416,0.002894356,0.017118402,-0.028358209,-0.079937304,0.2531
688323.SH,??????,4/28/2021,"99,361.62",0.2,0.013818182,0.07755102,0.151173709,0.180417044,0.037956722,0.074718526,0.196206283,0.21
002151.SZ,????????,4/28/2021,"66,718.91",0.03,-0.002215657,-0.009923096,-0.016733267,-0.002956393,0.063922741,0.061981567,0.073087432,0.22
603439.SH,????????,4/28/2021,"213,187.43",0.3,-0.091474798,-0.125802311,-0.069512195,-0.072782875,-0.155467721,-0.238700565,-0.43417825,0.17
603386.SH,????????,4/28/2021,"17,736.65",0.05,-0.02195122,-0.025703794,0.017584994,0.043378995,0.043924701,0.057897695,0.190338164,0.52
001201.SZ,????????,4/28/2021,"289,052.09",0.25,-0.234546192,-0.426316612,-0.507847348,-0.531375839,-0.545377582,-1.171544135,-1.607714286,1.57
603185.SH,????????,4/28/2021,"14,130.02",0,0.038919668,-0.055361217,-0.011516035,0.016929943,0.05204918,0.164026263,0.386363636,3.212
688221.SH,????????-U,4/28/2021,"6,787.38",0.01,-0.062068966,-0.067221067,0.042288557,0.274952919,0.224962255,0.283387622,0.154774973,-0.26
688383.SH,??????,4/28/2021,"151,937.97",0.23,0.205097087,0.192852742,0.275282142,0.317779398,0.433635971,0.415230783,0.585940957,1.17
002243.SZ,????????,4/28/2021,"49,143.28",0.04,-0.039045553,-0.053905391,-0.049288061,-0.044711014,-0.026795284,0.011351909,-0.123094959,0.1538
688365.SH,????????,4/29/2021,"234,878.22",0.33,-0.040380048,-0.085501859,-0.056694813,-0.056057866,0.013513514,0.023411371,-0.13618677,-0.06
688395.SH,????????,4/29/2021,"62,704.41",0.2,-0.188059701,-0.256842105,-0.338064998,-0.348644578,-0.339566193,-0.300653595,-0.339566193,0.57
689009.SH,????????-WD,4/29/2021,"19,070.71",0,0.112365591,0.055491991,0.009152288,0.039697543,0.053868195,0.233519034,0.021194605,
300573.SZ,????????,4/29/2021,"11,999.79",0.01,0.004520017,-0.019920612,0.10483871,0.045079147,0.104029446,0.185356975,-0.527578994,0.99
001202.SZ,????????,4/29/2021,"70,061.87",0.25,0.090794979,0.248616874,0.168706963,0.103917526,0.020730059,-0.087043522,-0.215324385,0.24
603967.SH,????????,4/29/2021,"33,326.64",0.1,-0.02122449,-0.003207698,0.007142857,-0.038174274,-0.037313433,-0.071061644,-0.152995392,0.38
603610.SH,????????,4/29/2021,"48,067.28",0.08,-0.100601202,-0.080676899,-0.050497322,-0.07307542,-0.036226415,-0.525555556,-0.655213984,0.48
002392.SZ,????????,4/29/2021,"25,215.50",0.05,-0.014184397,-0.002336449,0.016055046,0.016055046,-0.004683841,0.018306636,-0.083333333,0.202
603392.SH,????????,4/29/2021,"1,928,415.55",0.15,0.024047511,-0.034111619,0.074392121,-0.274279661,-0.38674721,-0.139128788,-0.167974212,1.47
300829.SZ,????????,4/29/2021,"207,299.22",0.3,0.037031225,0.102121434,0.170451473,0.145264624,-0.103776978,-0.008877199,-0.024028033,0.39
002985.SZ,????????,4/29/2021,"876,016.26",0.4,0.020643432,-0.007376767,-0.560944344,-0.727799456,-0.607480748,-0.459011483,-0.330783242,0.89
300901.SZ,????????,4/29/2021,"5,066.36",0.01,-0.032994924,-0.027129338,-0.008674102,-0.027129338,-0.01369863,0.003671971,-0.126643599,0.18
300985.SZ,????????,4/29/2021,"142,191.46",0.24,-0.180887372,-0.328803545,-0.408265498,-0.418032787,-0.40694401,-0.554250173,-0.768777035,0.2718
300902.SZ,??????,4/29/2021,"3,985.62",0.01,-0.051304348,-0.053594771,-0.021546261,-0.044492441,0.009016393,0.014669927,0.034730539,0.09
002983.SZ,??????,4/30/2021,"13,603.76",0.04,0.011297376,-0.080876494,-0.036287242,-0.025708885,0.008043876,0.08745375,-0.010428305,0.26
002891.SZ,????????,4/30/2021,"87,057.67",0.09,-0.07324909,-0.081588603,0.08691691,-0.305968204,-0.240346535,-0.228186275,-0.505709135,0.2063
002645.SZ,????????,4/30/2021,"28,166.74",0.03,0.02921069,0.035802469,-0.055405405,-0.103886926,-0.103107345,0.096587623,0.192764858,0.4424
002596.SZ,????????,4/30/2021,"9,481.73",0.02,0.001897533,-0.005736138,-0.005736138,-0.047808765,-0.003816794,-0.08677686,-0.387862797,-0.0267
002579.SZ,????????,4/30/2021,"108,229.05",0.19,0.0213858,0.012942192,0.00952381,-0.026929982,0.04427736,-0.104247104,0.052195526,0.16
002459.SZ,????????,4/30/2021,"635,962.44",0.15,0.027985075,-0.020368194,-0.00269438,0.084680253,0.162379421,0.446686491,0.557649856,0.45
002683.SZ,????????,4/30/2021,"87,683.11",0.04,-0.013868613,-0.082197117,-0.037341299,-0.034251675,0.027651383,0.016985138,0.078301261,0.2813
605300.SH,????????,4/30/2021,"64,816.20",0.1,0.090909091,0.248608534,0.448979592,0.394392523,0.394166043,0.404192718,0.29900476,0.19
300702.SZ,????????,4/30/2021,419.99,0,-0.042507205,-0.075037147,-0.097875569,-0.079689599,-0.106607525,-1.07842574,-1.640510949,0.52
300642.SZ,????????,4/30/2021,"1,323.92",0,0.057539958,-0.032115677,0.030731847,0.045601689,0.11103828,0.214252607,-0.072433971,0.825
688366.SH,????????,4/30/2021,"225,743.40",0.09,-0.015684517,-0.075529896,0.018122744,0.136077759,0.260119695,0.379041096,0.387432432,1.31
688025.SH,??????,4/30/2021,"13,925.06",0.04,0.032650946,-0.00080429,0.010863805,0.051816104,0.142627469,0.164876957,0.301720913,0.47
300986.SZ,????????,4/30/2021,"133,499.49",0.24,0.139534884,0.237476221,0.148220294,-0.068888889,-0.116009281,-0.230179028,-0.157362849,0.53
603127.SH,????????,4/30/2021,"2,603.69",0,-0.058566373,-0.078472959,0.003527337,0.090882002,0.070667073,0.171059066,0.231873112,0.6
603160.SH,????????,4/30/2021,806.13,0,0.049528105,0.020063722,0.081961923,0.009832072,0.099042039,0.111354053,-0.011915348,0.93
603266.SH,????????,4/30/2021,"1,063.79",0,-0.009009009,-0.020966272,-0.031307551,-0.02003643,-0.003584229,0.050042409,-0.011743451,0.28
603363.SH,????????,4/30/2021,"7,929.21",0.01,-0.043874172,-0.103237095,-0.084264832,-0.155820348,-0.190745987,-0.205544933,-0.633419689,-0.26
688133.SH,????????,4/30/2021,"12,266.81",0.01,-0.02152698,-0.0366422,0.022252747,0.128550441,0.17074421,0.431469649,0.402952525,0.6
605180.SH,????????,4/30/2021,"80,575.00",0.25,0.090832158,0.248717949,0.105963939,0.144184811,0.02185129,0.118917441,-0.050521512,1.23
300383.SZ,????????,4/30/2021,"19,367.01",0.01,0.004237288,-0.017316017,0.018789144,0.032921811,0.061876248,0.015363128,0.079033312,0.29
600152.SH,????????,4/30/2021,"74,711.06",0.26,0.048257373,0.126691267,0.154761905,0.124537608,0.093231162,0.196832579,,0.0158
